"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"gd-1009914088874","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009914088874","","Applied Scientist, Artificial General Intelligence","Amazon.com Services LLC","Boston, MA","2025-10-21","yearly","direct_data","yearly",136000.0,223400.0,"USD",False,"","","organic","","","1009914088874 employees","https://www.glassdoor.com/Overview/W-EI_IE6036.htm","https://media.glassdoor.com/sql/6036/amazon-squarelogo-1552847650117.png","1009914088874 employees","Boston, MA","1009914088874 employees","1009914088874 employees","1009914088874 employees","sql","","1009914088874 employees","1009914088874 employees","1009914088874 employees",""
"gd-1009913825485","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009913825485","","Senior Associate Epidemiologist","CVS Health","Wellesley, MA","2025-10-21","yearly","direct_data","yearly",92700.0,222480.0,"USD",False,"senior","","organic","","","1009913825485 employees","https://www.glassdoor.com/Overview/W-EI_IE437.htm","https://media.glassdoor.com/sql/437/cvs-health-squareLogo-1613508257835.png","1009913825485 employees","Wellesley, MA","1009913825485 employees","1009913825485 employees","1009913825485 employees","sql","senior","1009913825485 employees","1009913825485 employees","1009913825485 employees",""
"gd-1009914090995","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009914090995","","Applied Scientist, Artificial General Intelligence","Amazon.com Services LLC","Boston, MA","2025-10-21","yearly","direct_data","yearly",136000.0,223400.0,"USD",False,"","","organic","","","1009914090995 employees","https://www.glassdoor.com/Overview/W-EI_IE6036.htm","https://media.glassdoor.com/sql/6036/amazon-squarelogo-1552847650117.png","1009914090995 employees","Boston, MA","1009914090995 employees","1009914090995 employees","1009914090995 employees","sql","","1009914090995 employees","1009914090995 employees","1009914090995 employees",""
"gd-1009914093122","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009914093122","","Software Development Engineer (ML), AGI Customization","Amazon.com Services LLC","Boston, MA","2025-10-21","yearly","direct_data","yearly",129300.0,223600.0,"USD",False,"","engineering","organic","","","1009914093122 employees","https://www.glassdoor.com/Overview/W-EI_IE6036.htm","https://media.glassdoor.com/sql/6036/amazon-squarelogo-1552847650117.png","1009914093122 employees","Boston, MA","1009914093122 employees","1009914093122 employees","1009914093122 employees","sql","","1009914093122 employees","1009914093122 employees","1009914093122 employees",""
"gd-1009914093872","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009914093872","","Delivery Consultant - Machine Learning Engineer, AWS Professional Services, AWS Professional Services","Amazon Web Services, Inc.","Boston, MA","2025-10-21","yearly","direct_data","yearly",118200.0,204300.0,"USD",False,"","engineering","organic","","Delivery Consultant - Machine Learning Engineer, AWS Professional Services, AWS Professional Services","1009914093872 employees","https://www.glassdoor.com/Overview/W-EI_IE7470741.htm","https://media.glassdoor.com/sql/7470741/amazon-web-services-squareLogo-1680754591940.png","1009914093872 employees","Boston, MA","1009914093872 employees","1009914093872 employees","Delivery Consultant - Machine Learning Engineer, AWS Professional Services, AWS Professional Services","aws, sql","","1009914093872 employees","1009914093872 employees","1009914093872 employees",""
"gd-1009912698154","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009912698154","","Senior Data Scientist","Gradient AI","Boston, MA","2025-10-20","yearly","direct_data","yearly",115392.0,153635.0,"USD",False,"senior","data","organic","","","1009912698154 employees","https://www.glassdoor.com/Overview/W-EI_IE3827563.htm","https://media.glassdoor.com/sql/3827563/gradient-ai-squareLogo-1639520405374.png","1009912698154 employees","Boston, MA","1009912698154 employees","1009912698154 employees","1009912698154 employees","sql","senior","1009912698154 employees","1009912698154 employees","1009912698154 employees",""
"gd-1009911796878","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009911796878","","Global Head of RnD Data and Computational Science","Sanofi","Cambridge, MA","2025-10-19","yearly","direct_data","yearly",240000.0,346667.0,"USD",False,"","data","organic","","","1009911796878 employees","https://www.glassdoor.com/Overview/W-EI_IE9347.htm","https://media.glassdoor.com/sql/9347/sanofi-squareLogo-1647945858603.png","1009911796878 employees","Cambridge, MA","1009911796878 employees","1009911796878 employees","1009911796878 employees","sql","","1009911796878 employees","1009911796878 employees","1009911796878 employees",""
"gd-1009911321126","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009911321126","","Data Scientist - MADE Operations","New Balance","Lawrence, MA","2025-10-18","yearly","direct_data","yearly",61731.0,109234.0,"USD",False,"","data","organic","","","1009911321126 employees","https://www.glassdoor.com/Overview/W-EI_IE3864.htm","https://media.glassdoor.com/sql/3864/new-balance-squarelogo-1537818089168.png","1009911321126 employees","Lawrence, MA","1009911321126 employees","1009911321126 employees","1009911321126 employees","sql","","1009911321126 employees","1009911321126 employees","1009911321126 employees",""
"gd-1009911317537","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009911317537","","Clinical Experience Manager – Radiologist","Microsoft","Burlington, MA","2025-10-18","yearly","direct_data","yearly",119800.0,258000.0,"USD",False,"manager","","organic","","","1009911317537 employees","https://www.glassdoor.com/Overview/W-EI_IE1651.htm","https://media.glassdoor.com/sql/1651/microsoft-squarelogo-1479856042252.png","1009911317537 employees","Burlington, MA","1009911317537 employees","1009911317537 employees","1009911317537 employees","sql","","1009911317537 employees","1009911317537 employees","1009911317537 employees",""
"gd-1009911317624","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009911317624","","Clinical Experience Manager – Radiologist","Microsoft","Burlington, MA","2025-10-18","yearly","direct_data","yearly",119800.0,258000.0,"USD",False,"manager","","organic","","","1009911317624 employees","https://www.glassdoor.com/Overview/W-EI_IE1651.htm","https://media.glassdoor.com/sql/1651/microsoft-squarelogo-1479856042252.png","1009911317624 employees","Burlington, MA","1009911317624 employees","1009911317624 employees","1009911317624 employees","sql","","1009911317624 employees","1009911317624 employees","1009911317624 employees",""
"gd-1009911450247","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009911450247","","SPARK! PROGRAM OPERATIONS COORDINATOR, Office of the Provost","Boston University","Boston, MA","2025-10-18","yearly","direct_data","yearly",57047.0,73588.0,"USD",False,"","","organic","","","1009911450247 employees","https://www.glassdoor.com/Overview/W-EI_IE3734.htm","https://media.glassdoor.com/sql/3734/boston-university-squarelogo.png","1009911450247 employees","Boston, MA","1009911450247 employees","1009911450247 employees","1009911450247 employees","spark, sql","","1009911450247 employees","1009911450247 employees","1009911450247 employees",""
"gd-1009909860960","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009909860960","","Head of Data","MassMutual","Boston, MA","2025-10-17","yearly","direct_data","yearly",131008.0,189246.0,"USD",False,"","data","sponsored","","","1009909860960 employees","https://www.glassdoor.com/Overview/W-EI_IE2890.htm","https://media.glassdoor.com/sql/2890/massmutual-squarelogo-1496867416381.png","1009909860960 employees","Boston, MA","1009909860960 employees","1009909860960 employees","1009909860960 employees","sql","","1009909860960 employees","1009909860960 employees","1009909860960 employees",""
"gd-1009910524200","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009910524200","","Data Systems Associate (Contract)","Vertex Pharmaceuticals","Boston, MA","2025-10-17","hourly","direct_data","hourly",35.0,40.0,"USD",False,"associate","data","organic","","","1009910524200 employees","https://www.glassdoor.com/Overview/W-EI_IE2080.htm","https://media.glassdoor.com/sql/2080/vertex-pharmaceuticals-squarelogo.png","1009910524200 employees","Boston, MA","1009910524200 employees","1009910524200 employees","1009910524200 employees","sql","","1009910524200 employees","1009910524200 employees","1009910524200 employees",""
"gd-1009909887855","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009909887855","","Business Analyst – New Graduate Rotational Program","Bose","Framingham, MA","2025-10-17","yearly","direct_data","yearly",64215.0,80411.0,"USD",False,"","","organic","","","1009909887855 employees","https://www.glassdoor.com/Overview/W-EI_IE3098.htm","https://media.glassdoor.com/sql/3098/bose-squarelogo-1582730435570.png","1009909887855 employees","Framingham, MA","1009909887855 employees","1009909887855 employees","1009909887855 employees","sql","","1009909887855 employees","1009909887855 employees","1009909887855 employees",""
"gd-1009910162251","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009910162251","","AI Infrastructure, AI&Data - Analyst","Deloitte","Boston, MA","2025-10-17","yearly","direct_data","yearly",100000.0,100000.0,"USD",False,"","data","organic","","","1009910162251 employees","https://www.glassdoor.com/Overview/W-EI_IE2763.htm","https://media.glassdoor.com/sql/2763/deloitte-squareLogo-1674210308592.png","1009910162251 employees","Boston, MA","1009910162251 employees","1009910162251 employees","1009910162251 employees","sql","","1009910162251 employees","1009910162251 employees","1009910162251 employees",""
"gd-1009910556289","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009910556289","","AI Engineer","Suffolk Construction Company, Inc.","Boston, MA","2025-10-17","","","","","","",False,"","engineering","organic","","","1009910556289 employees","https://www.glassdoor.com/Overview/W-EI_IE11220.htm","https://media.glassdoor.com/sql/11220/suffolk-construction-squareLogo-1653502449260.png","1009910556289 employees","Boston, MA","1009910556289 employees","1009910556289 employees","1009910556289 employees","sql","","1009910556289 employees","1009910556289 employees","1009910556289 employees",""
"gd-1009908799369","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009908799369","","Data Scientist, Marketing Analytics","JPA Health","Boston, MA","2025-10-16","yearly","direct_data","yearly",107000.0,120000.0,"USD",False,"","data","organic","","","1009908799369 employees","https://www.glassdoor.com/Overview/W-EI_IE1047689.htm","https://media.glassdoor.com/sql/1047689/jpa-health-communications-squarelogo-1591018289148.png","1009908799369 employees","Boston, MA","1009908799369 employees","1009908799369 employees","1009908799369 employees","sql","","1009908799369 employees","1009908799369 employees","1009908799369 employees",""
"gd-1009908912041","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009908912041","","Senior Analytics & Insights Partner, AMS & LEGO Brand Retail","LEGO","Boston, MA","2025-10-16","yearly","direct_data","yearly",124706.0,187060.0,"USD",False,"senior","","organic","","","1009908912041 employees","https://www.glassdoor.com/Overview/W-EI_IE3944.htm","https://media.glassdoor.com/sql/3944/the-lego-group-squareLogo-1670415832415.png","1009908912041 employees","Boston, MA","1009908912041 employees","1009908912041 employees","1009908912041 employees","sql","senior","1009908912041 employees","1009908912041 employees","1009908912041 employees",""
"gd-1009908467408","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009908467408","","Temporary Online Course Developer - RABE 190 Data Communication in Biotechnology","Brandeis University","Waltham, MA","2025-10-16","monthly","direct_data","monthly",3000.0,3000.0,"USD",False,"","engineering","organic","","","1009908467408 employees","https://www.glassdoor.com/Overview/W-EI_IE21519.htm","https://media.glassdoor.com/sql/21519/brandeis-university-squarelogo.png","1009908467408 employees","Waltham, MA","1009908467408 employees","1009908467408 employees","1009908467408 employees","sql","","1009908467408 employees","1009908467408 employees","1009908467408 employees",""
"gd-1009677648224","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009677648224","","Artificial Intelligence Engineer- Onsite","State Street","Quincy, MA","2025-10-16","yearly","direct_data","yearly",90000.0,142500.0,"USD",False,"","engineering","organic","","","1009677648224 employees","https://www.glassdoor.com/Overview/W-EI_IE1911.htm","https://media.glassdoor.com/sql/1911/state-street-squareLogo-1736802497421.png","1009677648224 employees","Quincy, MA","1009677648224 employees","1009677648224 employees","1009677648224 employees","sql","","1009677648224 employees","1009677648224 employees","1009677648224 employees","on-site"
"gd-1009908940891","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009908940891","","Group 02-24 | Co-Op | Biomedical Image Processing and Machine Learning | January - June 2026","MIT Lincoln Laboratory","Lexington, MA","2025-10-16","hourly","direct_data","hourly",24.0,31.0,"USD",False,"","it","organic","","Group 02-24 | Co-Op | Biomedical Image Processing and Machine Learning | January - June 2026","1009908940891 employees","https://www.glassdoor.com/Overview/W-EI_IE347032.htm","https://media.glassdoor.com/sql/347032/mit-lincoln-laboratory-squarelogo.png","1009908940891 employees","Lexington, MA","1009908940891 employees","1009908940891 employees","02-24 employees","sql","","1009908940891 employees","1009908940891 employees","1009908940891 employees",""
"gd-1009761169566","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009761169566","","Software Engineering and Development AVP","State Street","Quincy, MA","2025-10-16","yearly","direct_data","yearly",90000.0,142500.0,"USD",False,"","engineering","organic","","","1009761169566 employees","https://www.glassdoor.com/Overview/W-EI_IE1911.htm","https://media.glassdoor.com/sql/1911/state-street-squareLogo-1736802497421.png","1009761169566 employees","Quincy, MA","1009761169566 employees","1009761169566 employees","1009761169566 employees","sql","","1009761169566 employees","1009761169566 employees","1009761169566 employees",""
"gd-1009908887052","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009908887052","","Senior People Analyst, Research & Insights","Wayfair","Boston, MA","2025-10-16","yearly","direct_data","yearly",91926.0,121141.0,"USD",False,"senior","","organic","","","1009908887052 employees","https://www.glassdoor.com/Overview/W-EI_IE134525.htm","https://media.glassdoor.com/sql/134525/wayfair-squareLogo-1738690937164.png","1009908887052 employees","Boston, MA","1009908887052 employees","1009908887052 employees","1009908887052 employees","sql","senior","1009908887052 employees","1009908887052 employees","1009908887052 employees",""
"gd-1009907540538","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009907540538","","Business Strategy and Data Analyst","Boston Red Sox and Fenway Sports Management","Boston, MA","2025-10-15","","","","","","",False,"manager","data","organic","","","1009907540538 employees","","","1009907540538 employees","Boston, MA","1009907540538 employees","1009907540538 employees","1009907540538 employees","","","1009907540538 employees","1009907540538 employees","1009907540538 employees",""
"gd-1009907349009","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009907349009","","Sr Analyst, Supply Chain Planning & Analytics","TransMedics, Inc.","Andover, MA","2025-10-15","yearly","direct_data","yearly",86706.0,114958.0,"USD",False,"senior","","sponsored","","","1009907349009 employees","https://www.glassdoor.com/Overview/W-EI_IE42996.htm","https://media.glassdoor.com/sql/42996/transmedics-squareLogo-1724339493572.png","1009907349009 employees","Andover, MA","1009907349009 employees","1009907349009 employees","1009907349009 employees","sql","senior","1009907349009 employees","1009907349009 employees","1009907349009 employees",""
"gd-1009907664166","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009907664166","","Data Science Co-op - January 2026","Wayfair","Boston, MA","2025-10-15","hourly","direct_data","hourly",27.0,27.0,"USD",False,"","data","organic","","","1009907664166 employees","https://www.glassdoor.com/Overview/W-EI_IE134525.htm","https://media.glassdoor.com/sql/134525/wayfair-squareLogo-1738690937164.png","1009907664166 employees","Boston, MA","1009907664166 employees","1009907664166 employees","1009907664166 employees","sql","","1009907664166 employees","1009907664166 employees","1009907664166 employees",""
"gd-1009907172537","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009907172537","","Power and Renewables Co-Op (January - June 2026)","Wood Mackenzie Inc.","Boston, MA","2025-10-15","","","","","","",False,"","","organic","","","1009907172537 employees","https://www.glassdoor.com/Overview/W-EI_IE36813.htm","https://media.glassdoor.com/sql/36813/wood-mackenzie-squareLogo-1716999610863.png","1009907172537 employees","Boston, MA","1009907172537 employees","1009907172537 employees","1009907172537 employees","sql","","1009907172537 employees","1009907172537 employees","1009907172537 employees",""
"gd-1009907211796","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009907211796","","Software Engineer","Harvard University","Cambridge, MA","2025-10-15","","","","","","",False,"","engineering","organic","","","1009907211796 employees","https://www.glassdoor.com/Overview/W-EI_IE2817.htm","https://media.glassdoor.com/sql/2817/harvard-university-squarelogo.png","1009907211796 employees","Cambridge, MA","1009907211796 employees","1009907211796 employees","1009907211796 employees","sql","","1009907211796 employees","1009907211796 employees","1009907211796 employees",""
"gd-1009907664146","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009907664146","","Insurance Distribution Senior Data Analyst (Hybrid)","Homesite","Boston, MA","2025-10-15","yearly","direct_data","yearly",78000.0,128000.0,"USD",False,"senior","data","organic","","","1009907664146 employees","https://www.glassdoor.com/Overview/W-EI_IE258570.htm","https://media.glassdoor.com/sql/258570/homesite-group-squarelogo-1512759082407.png","1009907664146 employees","Boston, MA","1009907664146 employees","1009907664146 employees","1009907664146 employees","sql","senior","1009907664146 employees","1009907664146 employees","1009907664146 employees","hybrid"
"gd-1009907249695","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009907249695","","Business Intelligence (BI) Architect (Staff Associate)","North Shore Community College","Danvers, MA","2025-10-15","yearly","direct_data","yearly",95000.0,110000.0,"USD",False,"associate","","organic","","","1009907249695 employees","https://www.glassdoor.com/Overview/W-EI_IE130229.htm","https://media.glassdoor.com/sql/130229/north-shore-community-college-squarelogo.png","1009907249695 employees","Danvers, MA","1009907249695 employees","1009907249695 employees","1009907249695 employees","sql","","1009907249695 employees","1009907249695 employees","1009907249695 employees",""
"gd-1009907018073","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009907018073","","Data Scientist – Omics Data Platform (Bioinformatics / Data Engineering)","Katalyst Healthcares & Life Sciences Inc","Cambridge, MA","2025-10-14","hourly","direct_data","hourly",61.0,74.0,"USD",False,"","engineering","organic","","","1009907018073 employees","https://www.glassdoor.com/Overview/W-EI_IE1497911.htm","https://media.glassdoor.com/sql/1497911/katalyst-healthcares-and-life-sciences-squarelogo-1496825322729.png","1009907018073 employees","Cambridge, MA","1009907018073 employees","1009907018073 employees","1009907018073 employees","sql","","1009907018073 employees","1009907018073 employees","1009907018073 employees",""
"gd-1009907025551","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009907025551","","Applications & Cloud Engineer - Forensic Technology Services","Alvarez & Marsal","Boston, MA","2025-10-14","yearly","direct_data","yearly",110000.0,130000.0,"USD",False,"","engineering","organic","","","1009907025551 employees","https://www.glassdoor.com/Overview/W-EI_IE16369.htm","https://media.glassdoor.com/sql/16369/alvarez-and-marsal-squareLogo-1739378673248.png","1009907025551 employees","Boston, MA","1009907025551 employees","1009907025551 employees","1009907025551 employees","sql","","1009907025551 employees","1009907025551 employees","1009907025551 employees",""
"gd-1009906506548","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009906506548","","Senior Analyst, VIP Growth","DraftKings","Boston, MA","2025-10-14","yearly","direct_data","yearly",95200.0,119000.0,"USD",False,"senior","","organic","","","1009906506548 employees","https://www.glassdoor.com/Overview/W-EI_IE902154.htm","https://media.glassdoor.com/sql/902154/draftkings-squareLogo-1691441289001.png","1009906506548 employees","Boston, MA","1009906506548 employees","1009906506548 employees","1009906506548 employees","sql","senior","1009906506548 employees","1009906506548 employees","1009906506548 employees",""
"gd-1009905562650","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009905562650","","Lead Machine Learning Engineer - ML/AI","Capital One","Cambridge, MA","2025-10-13","","","","","","",False,"lead","engineering","sponsored","","","1009905562650 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009905562650 employees","Cambridge, MA","1009905562650 employees","1009905562650 employees","1009905562650 employees","sql","","1009905562650 employees","1009905562650 employees","1009905562650 employees",""
"gd-1009905562613","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009905562613","","Distinguished AI Engineer (Agentic AI Platform Infrastructure)","Capital One","Cambridge, MA","2025-10-13","","","","","","",False,"","engineering","sponsored","","","1009905562613 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009905562613 employees","Cambridge, MA","1009905562613 employees","1009905562613 employees","1009905562613 employees","sql","","1009905562613 employees","1009905562613 employees","1009905562613 employees",""
"gd-1009905562538","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009905562538","","Lead Machine Learning Engineer (Intelligent Foundations & Experiences)","Capital One","Cambridge, MA","2025-10-13","","","","","","",False,"lead","engineering","sponsored","","","1009905562538 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009905562538 employees","Cambridge, MA","1009905562538 employees","1009905562538 employees","1009905562538 employees","sql","","1009905562538 employees","1009905562538 employees","1009905562538 employees",""
"gd-1009904729324","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009904729324","","Performance Analyst","Boston Red Sox and Fenway Sports Management","Boston, MA","2025-10-11","","","","","","",False,"manager","","organic","","","1009904729324 employees","","","1009904729324 employees","Boston, MA","1009904729324 employees","1009904729324 employees","1009904729324 employees","","","1009904729324 employees","1009904729324 employees","1009904729324 employees",""
"gd-1009904729323","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009904729323","","Applied Baseball Scientist","Boston Red Sox and Fenway Sports Management","Boston, MA","2025-10-11","","","","","","",False,"manager","","organic","","","1009904729323 employees","","","1009904729323 employees","Boston, MA","1009904729323 employees","1009904729323 employees","1009904729323 employees","","","1009904729323 employees","1009904729323 employees","1009904729323 employees",""
"gd-1009904729325","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009904729325","","2026 Baseball Sciences Associate","Boston Red Sox and Fenway Sports Management","Boston, MA","2025-10-11","","","","","","",False,"manager","","organic","","","1009904729325 employees","","","1009904729325 employees","Boston, MA","1009904729325 employees","1009904729325 employees","1009904729325 employees","","","1009904729325 employees","1009904729325 employees","1009904729325 employees",""
"gd-1009904729322","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009904729322","","Computer Vision Analyst","Boston Red Sox and Fenway Sports Management","Boston, MA","2025-10-11","","","","","","",False,"manager","","organic","","","1009904729322 employees","","","1009904729322 employees","Boston, MA","1009904729322 employees","1009904729322 employees","1009904729322 employees","","","1009904729322 employees","1009904729322 employees","1009904729322 employees",""
