Job Title,Salary Estimate,lower,mid,upper,Job Description,Rating,Company Name,Location,city,state,Size,Founded,Type of ownership,Industry,Sector,Revenue,document_id,paragraph,d0,d1,d2,d3,d4,d5
Data Scientist,$90K - $126K (Glassdoor est.),90000.0,108000.0,126000.0,"Williams Consulting, LLC (WCLLC) is seeking a Data Scientist to join our growing team onsite at our Atlanta, GA office. Office hours are Monday-Friday 8:30 am - 5:00 pm. This position is contingent upon award.

Williams Consulting, LLC is an 8(a), HUBZone, Woman-Owned Small Business, and Economically Disadvantaged Woman-Owned Small Business with Federal, State, local, and commercial clients. We take immense pride in our ability to provide exceptional client service, and we value our employees and recognize their contributions to the success of our clients and our company. We offer competitive salaries and support flexible work locations and scheduling, when possible. Our benefits include Medical, Vision, and Dental, Life Insurance, AD&D, Short- & Long-Term Disability Insurance, PTO, and 401k plan with % employer match.",2.4,"Williams Consulting LLC
2.4","Atlanta, GA",Atlanta,GA,1 to 200 Employees,,Company - Private,,,,47,"Williams Consulting, LLC (WCLLC) is seeking a Data Scientist to join our growing team onsite at our Atlanta, GA office. Office hours are Monday-Friday 8:30 am - 5:00 pm. This position is contingent upon award.",0.4101074463407752,0.4401747318831018,0.5381758968335641,0.5446332244075424,0.6104604303412492,0.5810771433008148
Data Scientist,$90K - $126K (Glassdoor est.),90000.0,108000.0,126000.0,"Williams Consulting, LLC (WCLLC) is seeking a Data Scientist to join our growing team onsite at our Atlanta, GA office. Office hours are Monday-Friday 8:30 am - 5:00 pm. This position is contingent upon award.

Williams Consulting, LLC is an 8(a), HUBZone, Woman-Owned Small Business, and Economically Disadvantaged Woman-Owned Small Business with Federal, State, local, and commercial clients. We take immense pride in our ability to provide exceptional client service, and we value our employees and recognize their contributions to the success of our clients and our company. We offer competitive salaries and support flexible work locations and scheduling, when possible. Our benefits include Medical, Vision, and Dental, Life Insurance, AD&D, Short- & Long-Term Disability Insurance, PTO, and 401k plan with % employer match.",2.4,"Williams Consulting LLC
2.4","Atlanta, GA",Atlanta,GA,1 to 200 Employees,,Company - Private,,,,47,"Williams Consulting, LLC is an 8(a), HUBZone, Woman-Owned Small Business, and Economically Disadvantaged Woman-Owned Small Business with Federal, State, local, and commercial clients. We take immense pride in our ability to provide exceptional client service, and we value our employees and recognize their contributions to the success of our clients and our company. We offer competitive salaries and support flexible work locations and scheduling, when possible. Our benefits include Medical, Vision, and Dental, Life Insurance, AD&D, Short- & Long-Term Disability Insurance, PTO, and 401k plan with % employer match.",0.409888462827122,0.4338777657978907,0.4026766185952375,0.5535487445306349,0.6636419927466022,0.736415149479127
Data Scientist,Employer Provided Salary:$75.00 - $100.00 Per Hour,156000.0,182000.0,208000.0,"Currently seeking Data Scientist with clinical/health informatics expertise to include quantitative support (i.e., data science, ÃÂEEEEEÃÂEEEÃÂEEEEEbig dat",,Extreme Data Technologies,"East Orange, NJ",East Orange,NJ,1 to 200 Employees,,Company - Public,Information Technology Support Services,Information Technology,,48,"Currently seeking Data Scientist with clinical/health informatics expertise to include quantitative support (i.e., data science, ÃÂEEEEEÃÂEEEÃÂEEEEEbig dat",0.4063943075952987,0.3508082976863277,0.4795741668640828,0.5153607290672731,0.5575265827426689,0.654459491612041
Data Scientist - Level 1,$84K - $122K (Glassdoor est.),84000.0,103000.0,122000.0,"OPS Consulting is seeking candidates for Data Scientists.

The position requires experience with:
Analysis
Process Automation
Data Normalization
Data Visualization
Machine Learning
Statistics
Cloud Analytics
Mathematics/Statistics
Computer Science
Domain Expertise/Analysis
Presentation",4.2,"OPS Consulting, LLC
4.2","Annapolis Junction, MD",Annapolis Junction,MD,1 to 200 Employees,1999.0,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),49,OPS Consulting is seeking candidates for Data Scientists.,0.3409040534638907,0.2796139354966971,0.5286053269413196,0.4964844553541812,0.5127389600251865,0.4624672488447034
Data Scientist - Level 1,$84K - $122K (Glassdoor est.),84000.0,103000.0,122000.0,"OPS Consulting is seeking candidates for Data Scientists.

The position requires experience with:
Analysis
Process Automation
Data Normalization
Data Visualization
Machine Learning
Statistics
Cloud Analytics
Mathematics/Statistics
Computer Science
Domain Expertise/Analysis
Presentation",4.2,"OPS Consulting, LLC
4.2","Annapolis Junction, MD",Annapolis Junction,MD,1 to 200 Employees,1999.0,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),49,"The position requires experience with:
Analysis
Process Automation
Data Normalization
Data Visualization
Machine Learning
Statistics
Cloud Analytics
Mathematics/Statistics
Computer Science
Domain Expertise/Analysis
Presentation",0.4366567096622908,0.4764411250947182,0.5389380577779503,0.5915770942608365,0.6123783801096863,0.5753554265207323
Data Scientist - BCG X,$94K - $144K (Glassdoor est.),94000.0,119000.0,144000.0,"Who We Are

BCG X is the tech build & design unit of BCG. Turbocharging BCGÃÂEEEEEÃÂEEEÃÂEEEEEs deep industry and functional expertise, BCG X brings together advanced tech knowledge and ambitious entrepreneurship to help organizations enable innovation at scale. With nearly 3,000 technol",4.3,"Boston Consulting Group
4.3","Chicago, IL",Chicago,IL,1000+ Employees,1963.0,Company - Private,Business Consulting,Management & Consulting,$5 to $10 billion (USD),50,Who We Are,0.321451096485029,0.2847465047334009,0.4340829261182594,0.5036803006773568,0.4764491261752134,0.5634843575734908
Data Scientist - BCG X,$94K - $144K (Glassdoor est.),94000.0,119000.0,144000.0,"Who We Are

BCG X is the tech build & design unit of BCG. Turbocharging BCGÃÂEEEEEÃÂEEEÃÂEEEEEs deep industry and functional expertise, BCG X brings together advanced tech knowledge and ambitious entrepreneurship to help organizations enable innovation at scale. With nearly 3,000 technol",4.3,"Boston Consulting Group
4.3","Chicago, IL",Chicago,IL,1000+ Employees,1963.0,Company - Private,Business Consulting,Management & Consulting,$5 to $10 billion (USD),50,"BCG X is the tech build & design unit of BCG. Turbocharging BCGÃÂEEEEEÃÂEEEÃÂEEEEEs deep industry and functional expertise, BCG X brings together advanced tech knowledge and ambitious entrepreneurship to help organizations enable innovation at scale. With nearly 3,000 technol",0.3093010190851395,0.2258246082887726,0.6170634901060972,0.4560967319850706,0.4394437490834582,0.3784908639869342
Data Scientist,Employer Provided Salary:$91K - $121K,91000.0,106000.0,121000.0,"Data Scientist

PearlX Infrastructure LLC | Location: Remote-first | Full time

About PearlX
Founded in 2019, PearlX builds, owns, operates flexible infrastructure. For our energy customers, PearlXÃÂEEEEEÃÂEEEÃÂEEEEEs portfolio enables resilience and independence. For our infrastructure investors, PearlX eases capital formation and enables the energy transition. The CompanyÃÂEEEEEÃÂEEEÃÂEEEEEs mission is to generate long-life current yield for its partners and shareholders. We believe that mission is achieved by selling the most flexible electron with the highest energy margins.",5.0,"PearlX
5.0","Charlottesville, VA",Charlottesville,VA,Unknown,,Company - Public,,,,51,Data Scientist,0.7022589215421069,0.8003061969724052,0.6148930745386845,0.5597163446930078,0.7955177406314613,0.8965824510195851
Data Scientist,Employer Provided Salary:$91K - $121K,91000.0,106000.0,121000.0,"Data Scientist

PearlX Infrastructure LLC | Location: Remote-first | Full time

About PearlX
Founded in 2019, PearlX builds, owns, operates flexible infrastructure. For our energy customers, PearlXÃÂEEEEEÃÂEEEÃÂEEEEEs portfolio enables resilience and independence. For our infrastructure investors, PearlX eases capital formation and enables the energy transition. The CompanyÃÂEEEEEÃÂEEEÃÂEEEEEs mission is to generate long-life current yield for its partners and shareholders. We believe that mission is achieved by selling the most flexible electron with the highest energy margins.",5.0,"PearlX
5.0","Charlottesville, VA",Charlottesville,VA,Unknown,,Company - Public,,,,51,PearlX Infrastructure LLC | Location: Remote-first | Full time,0.4930332918041153,0.5800970749027567,0.6665346229408775,0.4898774434432856,0.5997223747740132,0.56594547073587
Data Scientist,Employer Provided Salary:$91K - $121K,91000.0,106000.0,121000.0,"Data Scientist

PearlX Infrastructure LLC | Location: Remote-first | Full time

About PearlX
Founded in 2019, PearlX builds, owns, operates flexible infrastructure. For our energy customers, PearlXÃÂEEEEEÃÂEEEÃÂEEEEEs portfolio enables resilience and independence. For our infrastructure investors, PearlX eases capital formation and enables the energy transition. The CompanyÃÂEEEEEÃÂEEEÃÂEEEEEs mission is to generate long-life current yield for its partners and shareholders. We believe that mission is achieved by selling the most flexible electron with the highest energy margins.",5.0,"PearlX
5.0","Charlottesville, VA",Charlottesville,VA,Unknown,,Company - Public,,,,51,"About PearlX
Founded in 2019, PearlX builds, owns, operates flexible infrastructure. For our energy customers, PearlXÃÂEEEEEÃÂEEEÃÂEEEEEs portfolio enables resilience and independence. For our infrastructure investors, PearlX eases capital formation and enables the energy transition. The CompanyÃÂEEEEEÃÂEEEÃÂEEEEEs mission is to generate long-life current yield for its partners and shareholders. We believe that mission is achieved by selling the most flexible electron with the highest energy margins.",0.3214948201967842,0.2937624383021112,0.6040954864667044,0.4716432467464756,0.4989064376121725,0.3506465785177673
College Graduate - Data Science (BS/MS),Employer Provided Salary:$106K - $159K,106000.0,132500.0,159000.0,"Job Description

Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.

With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.

Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.

We are looking for world class data engineers to help us build the future of technology.














Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $105,930.00-$158,890.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Santa Clara, CA",Santa Clara,CA,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),52,Job Description,0.3630882206431521,0.3292829265809217,0.627723036807434,0.5490985768962229,0.2863293583233559,0.5336077007122446
College Graduate - Data Science (BS/MS),Employer Provided Salary:$106K - $159K,106000.0,132500.0,159000.0,"Job Description

Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.

With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.

Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.

We are looking for world class data engineers to help us build the future of technology.














Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $105,930.00-$158,890.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Santa Clara, CA",Santa Clara,CA,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),52,Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.,0.5227508073452868,0.6807198810463408,0.6261928026701093,0.6818301061233052,0.3448807987257283,0.5046816978217762
College Graduate - Data Science (BS/MS),Employer Provided Salary:$106K - $159K,106000.0,132500.0,159000.0,"Job Description

Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.

With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.

Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.

We are looking for world class data engineers to help us build the future of technology.














Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $105,930.00-$158,890.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Santa Clara, CA",Santa Clara,CA,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),52,"With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.",0.28973628872223,0.2919551475246836,0.513800256334193,0.3280667700070439,0.4880417366699607,0.4306178845168568
College Graduate - Data Science (BS/MS),Employer Provided Salary:$106K - $159K,106000.0,132500.0,159000.0,"Job Description

Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.

With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.

Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.

We are looking for world class data engineers to help us build the future of technology.














Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $105,930.00-$158,890.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Santa Clara, CA",Santa Clara,CA,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),52,"Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.",0.6285812560399322,0.7325119902834231,0.6272012185822117,0.8383421085223187,0.3614209031564401,0.6443499969913195
College Graduate - Data Science (BS/MS),Employer Provided Salary:$106K - $159K,106000.0,132500.0,159000.0,"Job Description

Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.

With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.

Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.

We are looking for world class data engineers to help us build the future of technology.














Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $105,930.00-$158,890.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Santa Clara, CA",Santa Clara,CA,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),52,We are looking for world class data engineers to help us build the future of technology.,0.5511506906347895,0.6225313546033379,0.6662091716075632,0.6551243006216633,0.7777607238669741,0.6675568699968147
College Graduate - Data Science (BS/MS),Employer Provided Salary:$106K - $159K,106000.0,132500.0,159000.0,"Job Description

Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.

With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.

Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.

We are looking for world class data engineers to help us build the future of technology.














Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $105,930.00-$158,890.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Santa Clara, CA",Santa Clara,CA,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),52,"Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.",0.5243034274210401,0.6148456110917018,0.4860292760041205,0.6518000233632744,0.6517284109398161,0.6902029296466851
College Graduate - Data Science (BS/MS),Employer Provided Salary:$106K - $159K,106000.0,132500.0,159000.0,"Job Description

Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.

With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.

Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.

We are looking for world class data engineers to help us build the future of technology.














Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $105,930.00-$158,890.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Santa Clara, CA",Santa Clara,CA,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),52,"US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta",0.2839582075812126,0.1989868228605673,0.4912988611222071,0.473808714342893,0.5079385971658974,0.4938428929118893
College Graduate - Data Science (BS/MS),Employer Provided Salary:$106K - $159K,106000.0,132500.0,159000.0,"Job Description

Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.

With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.

Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.

We are looking for world class data engineers to help us build the future of technology.














Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $105,930.00-$158,890.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Santa Clara, CA",Santa Clara,CA,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),52,"Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.",0.4011819312558773,0.3963480515906216,0.7013462761934972,0.5926878157618172,0.5045047436889587,0.2278329625405153
